,lat,long,elevation
434,-81.0,-56.76923,118.8000030517578
435,-81.0,-54.0,117.5086059570312
436,-81.0,-51.23077,112.9458160400391
437,-81.0,-48.46154,115.1855773925781
438,-81.0,-45.69231,116.7370986938477
439,-81.0,-42.92308,115.5999984741211
440,-81.0,-40.15385,91.25060272216797
441,-81.0,-37.38462,173.2787475585938
442,-81.0,-34.61538,600.4308471679688
443,-81.0,-31.84615,894.0443725585938
444,-81.0,-29.07692,940.3787841796875
445,-81.0,-26.30769,1074.264892578125
446,-81.0,-23.53846,1125.765869140625
447,-81.0,-20.76923,1278.707885742188
448,-81.0,-18.0,1497.370849609375
449,-81.0,-15.23077,1703.97705078125
450,-81.0,-12.46154,1775.627807617188
451,-81.0,-9.69231,1833.892944335938
452,-81.0,-6.92308,1913.446533203125
453,-81.0,-4.15385,2054.4658203125
454,-81.0,-1.38462,2184.178466796875
455,-81.0,1.38462,2352.71435546875
456,-81.0,4.15385,2464.156494140625
457,-81.0,6.92308,2536.8828125
458,-81.0,9.69231,2585.906494140625
459,-81.0,12.46154,2668.0458984375
460,-81.0,15.23077,2756.29296875
461,-81.0,18.0,2861.17431640625
462,-81.0,20.76923,2930.860595703125
463,-81.0,23.53846,3028.98388671875
464,-81.0,26.30769,3104.79833984375
465,-81.0,29.07692,3196.150390625
466,-81.0,31.84615,3291.41064453125
467,-81.0,34.61538,3384.113037109375
468,-81.0,37.38462,3455.09326171875
469,-81.0,40.15385,3523.822265625
470,-81.0,42.92308,3590.876953125
471,-81.0,45.69231,3654.845703125
472,-81.0,48.46154,3711.371826171875
473,-81.0,51.23077,3753.80712890625
474,-81.0,54.0,3786.206298828125
475,-81.0,56.76923,3808.107666015625
476,-81.0,59.53846,3837.757080078125
477,-81.0,62.30769,3872.265380859375
478,-81.0,65.07692,3904.99072265625
479,-81.0,67.84615,3933.379150390625
480,-81.0,70.61538,3975.13916015625
481,-81.0,73.38462,4042.187744140625
482,-81.0,76.15385,4057.53662109375
483,-81.0,78.92308,4018.259521484375
484,-81.0,81.69231,3963.49853515625
485,-81.0,84.46154,3904.313232421875
486,-81.0,87.23077,3850.202392578125
487,-81.0,90.0,3775.568603515625
488,-81.0,92.76923,3711.409912109375
489,-81.0,95.53846,3658.377197265625
490,-81.0,98.30769,3600.1611328125
491,-81.0,101.07692,3528.411376953125
492,-81.0,103.84615,3477.620361328125
493,-81.0,106.61538,3404.78466796875
494,-81.0,109.38462,3300.274658203125
495,-81.0,112.15385,3248.240966796875
496,-81.0,114.92308,3195.201904296875
497,-81.0,117.69231,3116.111328125
498,-81.0,120.46154,3006.345947265625
499,-81.0,123.23077,2915.5068359375
500,-81.0,126.0,2849.04248046875
501,-81.0,128.76923,2748.09912109375
502,-81.0,131.53846,2645.16943359375
503,-81.0,134.30769,2563.478759765625
504,-81.0,137.07692,2460.9638671875
505,-81.0,139.84615,2363.6220703125
506,-81.0,142.61538,2275.8095703125
507,-81.0,145.38462,2124.67333984375
508,-81.0,148.15385,1980.560424804688
509,-81.0,150.92308,1681.942260742188
510,-81.0,153.69231,1209.218383789062
511,-81.0,156.46154,1227.798217773438
512,-81.0,159.23077,868.8305053710938
513,-81.0,162.0,48.11999893188477
514,-81.0,164.76923,50.59999847412109
515,-81.0,167.53846,50.59999847412109
516,-81.0,170.30769,52.0
517,-81.0,173.07692,53.59999847412109
518,-81.0,175.84615,53.41535949707031
519,-81.0,178.61538,53.46899032592773
520,-78.42857,-180.0,45.6856803894043
521,-78.42857,-177.23077,45.0
522,-78.42857,-174.46154,45.0
523,-78.42857,-171.69231,-140.6345977783203
524,-78.42857,-168.92308,-149.3610992431641
525,-78.42857,-166.15385,-115.7449645996094
526,-78.42857,-163.38462,-438.6256408691406
527,-78.42857,-160.61538,52.71956634521484
528,-78.42857,-157.84615,56.0
529,-78.42857,-155.07692,80.52178192138672
530,-78.42857,-152.30769,633.9862670898438
531,-78.42857,-149.53846,869.73876953125
532,-78.42857,-146.76923,928.8005981445312
533,-78.42857,-144.0,884.2357788085938
534,-78.42857,-141.23077,875.706298828125
535,-78.42857,-138.46154,984.421630859375
536,-78.42857,-135.69231,1202.822509765625
537,-78.42857,-132.92308,1362.6435546875
538,-78.42857,-130.15385,1507.815673828125
539,-78.42857,-127.38462,1609.012451171875
540,-78.42857,-124.61538,1644.025390625
541,-78.42857,-121.84615,1641.233276367188
542,-78.42857,-119.07692,1702.021850585938
543,-78.42857,-116.30769,1779.562622070312
544,-78.42857,-113.53846,1705.130249023438
545,-78.42857,-110.76923,1585.35693359375
546,-78.42857,-108.0,1598.000610351562
547,-78.42857,-105.23077,1648.106689453125
548,-78.42857,-102.46154,1682.261962890625
549,-78.42857,-99.69231,1731.481079101562
550,-78.42857,-96.92308,1738.375
551,-78.42857,-94.15385,1677.481079101562
552,-78.42857,-91.38462,1719.892211914062
553,-78.42857,-88.61538,1952.204956054688
554,-78.42857,-85.84615,3223.415771484375
555,-78.42857,-83.07692,169.651123046875
556,-78.42857,-80.30769,708.365478515625
557,-78.42857,-77.53846,118.9616394042969
558,-78.42857,-74.76923,113.5181350708008
559,-78.42857,-72.0,99.79264068603516
560,-78.42857,-69.23077,86.42536926269531
561,-78.42857,-66.46154,50.79470825195312
562,-78.42857,-63.69231,56.13054656982422
563,-78.42857,-60.92308,58.3786735534668
564,-78.42857,-58.15385,57.0
565,-78.42857,-55.38462,61.58379364013672
566,-78.42857,-52.61538,63.91825103759766
567,-78.42857,-49.84615,68.10970306396484
568,-78.42857,-47.07692,626.9407958984375
569,-78.42857,-44.30769,375.4929504394531
570,-78.42857,-41.53846,77.3713607788086
571,-78.42857,-38.76923,76.84037017822266
572,-78.42857,-36.0,276.6770935058594
573,-78.42857,-33.23077,993.0325317382812
574,-78.42857,-30.46154,747.65185546875
575,-78.42857,-27.69231,754.0724487304688
576,-78.42857,-24.92308,960.1807861328125
577,-78.42857,-22.15385,1190.456298828125
578,-78.42857,-19.38462,1514.395629882812
579,-78.42857,-16.61538,1562.700317382812
580,-78.42857,-13.84615,1698.553466796875
581,-78.42857,-11.07692,1879.185180664062
582,-78.42857,-8.30769,2093.402099609375
583,-78.42857,-5.53846,2264.468505859375
584,-78.42857,-2.76923,2356.787109375
585,-78.42857,0.0,2488.039306640625
586,-78.42857,2.76923,2587.06689453125
587,-78.42857,5.53846,2708.66357421875
588,-78.42857,8.30769,2838.090576171875
589,-78.42857,11.07692,2977.55615234375
590,-78.42857,13.84615,3091.7158203125
591,-78.42857,16.61538,3193.625244140625
592,-78.42857,19.38462,3268.506591796875
593,-78.42857,22.15385,3325.954833984375
594,-78.42857,24.92308,3396.475341796875
595,-78.42857,27.69231,3475.66796875
596,-78.42857,30.46154,3538.833251953125
597,-78.42857,33.23077,3584.83447265625
598,-78.42857,36.0,3636.10302734375
599,-78.42857,38.76923,3674.3271484375
600,-78.42857,41.53846,3706.169189453125
601,-78.42857,44.30769,3677.381591796875
602,-78.42857,47.07692,3630.54638671875
603,-78.42857,49.84615,3574.6591796875
604,-78.42857,52.61538,3524.434814453125
605,-78.42857,55.38462,3471.228271484375
606,-78.42857,58.15385,3391.58740234375
607,-78.42857,60.92308,3345.500732421875
608,-78.42857,63.69231,3360.7353515625
609,-78.42857,66.46154,3383.90673828125
610,-78.42857,69.23077,3346.522705078125
611,-78.42857,72.0,3372.134521484375
612,-78.42857,74.76923,3340.765380859375
613,-78.42857,77.53846,3375.6025390625
614,-78.42857,80.30769,3423.605224609375
615,-78.42857,83.07692,3537.02685546875
616,-78.42857,85.84615,3620.379638671875
617,-78.42857,88.61538,3672.41015625
618,-78.42857,91.38462,3748.301025390625
619,-78.42857,94.15385,3791.1845703125
620,-78.42857,96.92308,3759.63330078125
621,-78.42857,99.69231,3676.4853515625
622,-78.42857,102.46154,3587.961669921875
623,-78.42857,105.23077,3516.33740234375
624,-78.42857,108.0,3456.601806640625
625,-78.42857,110.76923,3389.096435546875
626,-78.42857,113.53846,3308.229736328125
627,-78.42857,116.30769,3238.55322265625
628,-78.42857,119.07692,3168.13818359375
629,-78.42857,121.84615,3100.900390625
630,-78.42857,124.61538,3041.1005859375
631,-78.42857,127.38462,2983.18798828125
632,-78.42857,130.15385,2851.607421875
633,-78.42857,132.92308,2725.367431640625
634,-78.42857,135.69231,2623.119140625
635,-78.42857,138.46154,2565.25439453125
636,-78.42857,141.23077,2477.140380859375
637,-78.42857,144.0,2457.390625
638,-78.42857,146.76923,2411.86669921875
639,-78.42857,149.53846,2372.66064453125
640,-78.42857,152.30769,2268.464599609375
641,-78.42857,155.07692,2042.675537109375
642,-78.42857,157.84615,1883.237426757812
643,-78.42857,160.61538,1025.050659179688
644,-78.42857,163.38462,1268.6044921875
645,-78.42857,166.15385,129.7783660888672
646,-78.42857,168.92308,41.57261276245117
647,-78.42857,171.69231,50.34284210205078
648,-78.42857,174.46154,48.34284210205078
649,-78.42857,177.23077,48.03047561645508
650,-75.85714,-178.61538,-506.7012634277344
651,-75.85714,-175.84615,-512.664794921875
652,-75.85714,-173.07692,-423.4773864746094
653,-75.85714,-170.30769,-1259.173583984375
654,-75.85714,-167.53846,-1518.9873046875
655,-75.85714,-164.76923,-2044.451782226562
656,-75.85714,-162.0,-2711.089599609375
657,-75.85714,-159.23077,-2999.809814453125
658,-75.85714,-156.46154,-3485.40283203125
659,-75.85714,-153.69231,-3768.501953125
660,-75.85714,-150.92308,-465.8997497558594
661,-75.85714,-148.15385,15.75081062316895
